s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,width
140.2130949,-35.8924191,-4.2167113,-0.6234066,0.0000000,5.6766435,-3674.1538400,15.0000000
140.7807593,-35.5610142,-3.7558278,-0.6234066,-0.0000000,5.6766435,-3634.6949577,15.0000000
141.3484236,-35.2296092,-3.2949443,-0.6234066,0.0000000,5.6766435,-3595.6920775,15.0000000
141.9160880,-34.8982043,-2.8340608,-0.6234066,-0.0000000,5.6766435,-3557.1599635,15.0000000
142.4837523,-34.5667994,-2.3731773,-0.6234066,0.0000000,5.6766435,-3519.1138340,15.0000000
143.0514167,-34.2353944,-1.9122938,-0.6234066,0.0000000,5.6766435,-3481.5693658,15.0000000
143.6190810,-33.9039895,-1.4514103,-0.6234066,-0.0000000,5.6766435,-3444.5426968,15.0000000
144.1867454,-33.4477850,-1.1135934,-0.9334066,2.6876754,5.6766435,-3419.6829562,15.0000000
144.7544097,-32.9102721,-0.9310482,-1.2434066,2.6876754,5.6766435,-3391.2574847,15.0000000
145.3220741,-32.3434716,-0.8997443,-1.5156231,2.3688139,5.6766435,-3346.6183800,15.0000000
145.8897384,-31.7823815,-0.9858879,-1.7231359,1.8151684,5.6766435,-3291.4359979,15.0000000
146.4574028,-31.2407958,-1.1559695,-1.8750871,1.3335981,5.6766435,-3232.5486887,15.0000000
147.0250671,-30.7211920,-1.3845623,-1.9852501,0.9686140,5.6766435,-3174.3196863,15.0000000
147.5927315,-30.2216609,-1.6542131,-2.0657808,0.7087377,5.6766435,-3118.5034893,15.0000000
148.1603958,-29.7391741,-1.9532939,-2.1257006,0.5275987,5.6766435,-3065.4889018,15.0000000
148.7280602,-29.2708164,-2.2740491,-2.1712827,0.4014550,5.6766435,-3015.1309440,15.0000000
149.2957245,-28.8141449,-2.6112344,-2.2068023,0.3128747,5.6766435,-2967.1398159,15.0000000
